,ENTITY_CD,AVG_TEACHER_RATING,DISTRICT_BEDS,DISTRICT_NAME,SCHOOL_NAME,TESTED,AVG_TEST_LEVEL,FORCED_CLUSTER,NUM_FREE_LUNCH,PER_FREE_LUNCH,NUM_REDUCED_LUNCH,PER_REDUCED_LUNCH,NUM_LEP,PER_LEP,NUM_AM_IND,PER_AM_IND,NUM_BLACK,PER_BLACK,NUM_HISP,PER_HISP,NUM_ASIAN,PER_ASIAN,NUM_WHITE,PER_WHITE,NUM_Multi,PER_Multi,NUM_SWD,PER_SWD,NUM_FEMALE,PER_FEMALE,NUM_MALE,PER_MALE,NUM_ECDIS,PER_ECDIS,DISTRICT_CD,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_TEACH,NUM_NO_VALID_CERT,PER_NO_VALID_CERT,NUM_TEACH_OUT_CERT,PER_TEACH_OUT_CERT,NUM_FEWER_3YRS_EXP,PER_FEWER_3YRS_EXP,NUM_MAS_PLUS,PER_MAS_PLUS,NUM_CORE,PER_NOT_HQ,NUM_CLASS,NUM_NO_APPROP_CERT,PER_NO_APPROP_CERT,PER_TURN_FIVE_YRS,PER_TURN_ALL,NUM_FT_OTH_PROF_STAFF,NUM_PT_OTH_PROF_STAFF,NUM_FT_PARAPROFESSIONALS,NUM_PT_PARAPROFESSIONALS,NUM_FT_ASST_PRINCIPALS,NUM_PT_ASST_PRINCIPALS,NUM_FT_PRINCIPALS,NUM_PT_PRINCIPALS
20,310200011432,87.21428571428571,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,MURRAY HILL ACADEMY,37,2.02,0,228,75,16,5,23,8,1,0,114,38,156,51,22,7,11,4,0,0,83.0,27.0,137.0,45.0,167.0,55.0,244.0,80.0,31020001.0,ANITA MANNINEN-FELIX,111 E 33RD ST,NEW YORK,2126960195.0,"9-12, US",26.0,0.0,0.0,3.0,12.0,4.0,15.0,10.0,38.0,152.0,11.0,173.0,21.0,12.0,40.0,36.0,6,0,0,0,2,0,1,0
21,310200011439,89.70370370370371,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,MANHATTAN VILLAGE ACADEMY,87,3.2600000000000002,1,260,63,53,13,16,4,0,0,51,12,302,73,26,6,27,7,9,2,42.0,10.0,278.0,67.0,137.0,33.0,313.0,75.0,31020001.0,HECTOR GEAGER,43 W 22ND ST,NEW YORK,2122428752.0,9-12,26.0,0.0,0.0,0.0,0.0,8.0,31.0,9.0,35.0,143.0,0.0,168.0,0.0,0.0,14.0,25.0,1,0,0,0,1,0,1,0
22,310200011520,70.15942028985508,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,50,2.0,0,1032,70,35,2,171,12,7,0,652,44,627,43,140,10,37,3,8,1,251.0,17.0,746.0,51.0,725.0,49.0,1069.0,73.0,31020001.0,LOTTIE ALMONTE,411 PEARL ST,NEW YORK,2129649610.0,"9-12, US",84.0,0.0,0.0,23.0,27.0,7.0,8.0,50.0,60.0,464.0,18.0,547.0,105.0,19.0,83.0,45.0,17,3,0,0,6,0,1,0
23,310200011529,84.0909090909091,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL ,144,2.0999999999999996,0,545,77,26,4,72,10,3,0,159,22,497,70,31,4,17,2,1,0,130.0,18.0,395.0,56.0,313.0,44.0,571.0,81.0,31020001.0,EDWARD DEMEO,120 W 46TH ST,NEW YORK,2123910041.0,"9-12, US",44.0,0.0,0.0,9.0,20.0,9.0,20.0,14.0,32.0,254.0,12.0,308.0,37.0,12.0,18.0,29.0,6,0,0,0,3,0,1,0
24,310200011542,90.0,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,MANHATTAN BRIDGES HIGH SCHOOL,103,2.3600000000000003,0,423,77,1,0,349,63,0,0,1,0,550,100,0,0,0,0,0,0,16.0,3.0,276.0,50.0,275.0,50.0,424.0,77.0,31020001.0,MIRZA SANCHEZ-MEDINA,525 W 50TH ST,NEW YORK,2127575274.0,"9-12, US",35.0,0.0,0.0,4.0,11.0,2.0,6.0,24.0,69.0,100.0,10.0,138.0,14.0,10.0,0.0,11.0,6,0,0,0,3,0,1,0
25,310200011545,85.5,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,66,3.51,1,343,84,27,7,147,36,0,0,11,3,21,5,372,91,3,1,3,1,12.0,3.0,206.0,50.0,204.0,50.0,370.0,90.0,31020001.0,LI YAN,350 GRAND ST,NEW YORK,2124754097.0,9-12,24.0,0.0,0.0,2.0,8.0,4.0,17.0,18.0,75.0,98.0,3.0,126.0,6.0,5.0,25.0,16.0,2,0,0,0,1,0,1,0
26,310200011550,81.73684210526316,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,20,2.5,0,156,50,1,0,294,95,0,0,86,28,132,43,53,17,39,13,0,0,15.0,5.0,111.0,36.0,199.0,64.0,157.0,51.0,31020001.0,RHONDA HUEGEL,250 W 18TH ST,NEW YORK,2126910934.0,9-12,24.0,0.0,0.0,6.0,25.0,0.0,0.0,20.0,83.0,75.0,28.0,117.0,24.0,21.0,0.0,22.0,4,0,0,0,2,0,2,0
27,310200011575,87.60526315789474,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,61,2.06,0,527,82,49,8,335,52,1,0,244,38,221,35,146,23,28,4,0,0,36.0,6.0,299.0,47.0,341.0,53.0,576.0,90.0,31020001.0,MICHAEL TOISE,240 2ND AVE,NEW YORK,2123532010.0,10-12,35.0,0.0,0.0,8.0,23.0,3.0,9.0,23.0,66.0,161.0,14.0,214.0,35.0,16.0,0.0,21.0,5,1,0,0,4,0,1,0
28,310200011580,82.54838709677419,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,RICHARD R GREEN HIGH SCHOOL OF TEACHING,134,1.74,0,469,79,34,6,33,6,4,1,214,36,342,57,23,4,12,2,1,0,158.0,27.0,406.0,68.0,190.0,32.0,503.0,84.0,31020001.0,NIGEL PUGH,26 BROADWAY,NEW YORK,6468268174.0,"9-12, US",35.0,0.0,0.0,5.0,14.0,2.0,6.0,16.0,46.0,100.0,4.0,161.0,12.0,7.0,50.0,23.0,5,0,0,0,1,0,1,0
29,310200011600,86.49367088607595,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,HIGH SCHOOL OF FASHION INDUSTRIES (THE),336,2.55,0,1272,73,163,9,43,2,7,0,657,38,929,53,75,4,65,4,7,0,220.0,13.0,1627.0,94.0,113.0,6.0,1435.0,82.0,31020001.0,DARYL BLANK,225 W 24TH ST,NEW YORK,2122551235.0,"9-12, US",88.0,2.0,2.0,10.0,11.0,7.0,8.0,44.0,50.0,275.0,8.0,405.0,38.0,9.0,20.0,19.0,12,0,0,0,10,0,1,0
30,310200011615,88.13333333333334,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,110,2.2500000000000004,0,344,76,22,5,20,4,2,0,148,33,254,56,33,7,10,2,3,1,92.0,20.0,193.0,43.0,257.0,57.0,366.0,81.0,31020001.0,BRIAN ROSENBLOOM,131 AVE OF THE AMERICAS,NEW YORK,2129251080.0,"9-12, US",31.0,0.0,0.0,6.0,19.0,1.0,3.0,14.0,45.0,78.0,10.0,125.0,18.0,14.0,0.0,10.0,5,1,0,0,1,0,1,0
31,310200011655,86.94444444444444,310200010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,LIFE SCIENCES SECONDARY SCHOOL,78,2.23,0,556,72,42,5,67,9,5,1,211,27,499,64,27,3,24,3,8,1,151.0,20.0,395.0,51.0,379.0,49.0,598.0,77.0,31020001.0,GENEVIEVE STANISLAUS,320 E 96TH ST,NEW YORK,2123481694.0,"6-12, US",48.0,0.0,0.0,9.0,19.0,6.0,13.0,20.0,42.0,217.0,13.0,282.0,55.0,20.0,0.0,8.0,4,1,0,0,2,0,1,0
32,310300010054,85.48648648648648,310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,JHS 54 BOOKER T WASHINGTON,197,3.81,1,193,24,16,2,19,2,3,0,98,12,134,16,16,2,488,60,74,9,100.0,12.0,404.0,50.0,409.0,50.0,209.0,26.0,31030001.0,ELANA ELSTER,103 W 107TH ST,NEW YORK,2126782861.0,"6-8, UE, US",46.0,1.0,2.0,11.0,24.0,8.0,17.0,15.0,33.0,137.0,25.0,148.0,36.0,24.0,0.0,7.0,4,1,0,0,0,0,1,0
33,310300010245,86.28,310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,MS 245 THE COMPUTER SCHOOL,83,3.52,1,121,30,25,6,7,2,4,1,70,17,100,24,36,9,193,47,7,2,72.0,18.0,218.0,53.0,192.0,47.0,146.0,36.0,31030001.0,HENRY ZYMECK,100 W 77TH ST,NEW YORK,9174410873.0,"6-8, US",25.0,1.0,4.0,2.0,8.0,1.0,4.0,10.0,40.0,102.0,5.0,125.0,7.0,6.0,0.0,4.0,4,0,0,0,1,0,1,0
34,310300010258,89.23809523809524,310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,COMMUNITY ACTION SCHOOL-MS 258,8,3.29,1,165,64,8,3,11,4,1,0,134,52,109,42,3,1,12,5,0,0,80.0,31.0,120.0,46.0,139.0,54.0,173.0,67.0,31030001.0,JOHN CURRY,154 W 93RD ST,NEW YORK,2126785888.0,"6-8, UE, US",23.0,1.0,4.0,5.0,22.0,4.0,17.0,6.0,26.0,45.0,29.0,73.0,20.0,27.0,29.0,23.0,4,0,0,0,1,0,1,0
35,310300011307,79.89473684210526,310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,36,2.25,0,288,75,12,3,41,11,4,1,133,35,226,59,8,2,11,3,1,0,82.0,21.0,198.0,52.0,185.0,48.0,300.0,78.0,31030001.0,CORDELIA VEVE,122 AMSTERDAM AVE,NEW YORK,2125011110.0,"9-12, US",25.0,0.0,0.0,1.0,4.0,4.0,16.0,8.0,32.0,102.0,4.0,124.0,20.0,16.0,0.0,13.0,4,0,0,0,1,0,1,0
36,310300011415,81.77777777777777,310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS,87,1.9200000000000002,0,371,70,12,2,33,6,0,0,293,55,229,43,7,1,3,1,0,0,117.0,22.0,362.0,68.0,170.0,32.0,383.0,72.0,31030001.0,TYEE CHIN,215 W 114TH ST,NEW YORK,2127495800.0,"6-12, US",33.0,1.0,3.0,9.0,27.0,2.0,6.0,12.0,36.0,130.0,23.0,154.0,40.0,26.0,0.0,26.0,5,1,0,0,3,0,1,0
37,310300011485,85.65217391304348,310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,"FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",290,3.22,1,663,24,209,8,4,0,6,0,316,12,520,19,529,19,1258,46,100,4,66.0,2.0,1986.0,73.0,743.0,27.0,872.0,32.0,31030001.0,LISA MARS,100 AMSTERDAM AVE,NEW YORK,2124960700.0,9-12,136.0,0.0,0.0,6.0,4.0,7.0,5.0,93.0,68.0,633.0,3.0,690.0,29.0,4.0,0.0,12.0,8,0,0,0,10,0,1,0
38,310300011492,82.42857142857143,310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",130,1.91,0,442,83,29,5,44,8,7,1,234,44,269,51,6,1,13,2,1,0,96.0,18.0,282.0,53.0,248.0,47.0,471.0,89.0,31030001.0,DOREEN CONWELL,122 AMSTERDAM AVE,NEW YORK,2125011201.0,"9-12, US",40.0,0.0,0.0,7.0,18.0,7.0,18.0,19.0,48.0,131.0,14.0,169.0,23.0,14.0,0.0,8.0,5,0,0,0,2,0,1,0
39,310300011494,80.08695652173913,310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,HIGH SCHOOL OF ARTS AND TECHNOLOGY,51,2.11,0,529,90,16,3,72,12,2,0,189,32,357,60,24,4,15,3,4,1,129.0,22.0,188.0,32.0,403.0,68.0,545.0,92.0,31030001.0,ANNE GEIGER,122 AMSTERDAM AVE,NEW YORK,2125011198.0,9-12,34.0,1.0,3.0,10.0,29.0,4.0,12.0,16.0,47.0,169.0,15.0,225.0,45.0,20.0,9.0,9.0,6,0,0,0,2,0,1,0
40,310300011860,82.65384615384616,310300010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,22,2.4499999999999997,0,320,75,17,4,39,9,5,1,311,73,95,22,11,3,1,0,3,1,110.0,26.0,181.0,42.0,245.0,58.0,337.0,79.0,31030001.0,OSEI OWUSU-AFRIYIE,215 W 114TH ST,NEW YORK,2128659260.0,"6-12, US",32.0,0.0,0.0,18.0,56.0,16.0,50.0,7.0,22.0,160.0,23.0,208.0,58.0,28.0,33.0,24.0,4,1,0,0,2,0,1,0
41,310400010012,83.42105263157895,310400010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,TAG YOUNG SCHOLARS,40,3.64,1,213,40,66,13,0,0,8,2,181,34,121,23,154,29,55,10,9,2,26.0,5.0,273.0,52.0,255.0,48.0,279.0,53.0,31040001.0,JANETTE CESAR,240 E 109TH ST,NEW YORK,2128606003.0,K-8,25.0,0.0,0.0,0.0,0.0,8.0,32.0,6.0,24.0,78.0,0.0,94.0,1.0,1.0,14.0,17.0,1,0,0,0,1,0,1,0
42,310400010171,83.41379310344827,310400010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,PS 171 PATRICK HENRY,28,3.2800000000000002,1,456,66,5,1,16,2,6,1,178,26,456,66,33,5,23,3,0,0,157.0,23.0,328.0,47.0,368.0,53.0,462.0,66.0,31040001.0,DIMITRES PANTELIDIS,19 E 103RD ST,NEW YORK,2128605801.0,PK-8,44.0,0.0,0.0,0.0,0.0,6.0,14.0,21.0,48.0,118.0,0.0,146.0,1.0,1.0,0.0,10.0,7,0,0,0,2,0,1,0
43,310400010372,70.41176470588235,310400010000,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,ESPERANZA PREPATORY ACADEMY,117,1.7,0,385,91,16,4,135,32,1,0,74,18,330,78,6,1,8,2,2,0,137.0,33.0,215.0,51.0,206.0,49.0,401.0,95.0,31040001.0,WENDY MERCEDES,240 E 109TH ST,NEW YORK,2127226507.0,"6-10, UE, US",39.0,2.0,5.0,17.0,44.0,22.0,56.0,4.0,10.0,113.0,43.0,141.0,59.0,42.0,47.0,50.0,6,0,0,0,1,0,0,0
